id_cliente;antiguedad_cliente;estado_civil;estado_cliente;gastos_ult_12m;genero;limite_credito_tc;nivel_educativo;nivel_tarjeta;operaciones_ult_12m;personas_a_cargo
710916408.0;39.0;CASADO;ACTIVO;1342.0;M;8466.0;UNIVERSITARIO_COMPLETO;Blue;32.0;4.0
718414008.0;36.0;SOLTERO;ACTIVO;1064.0;M;34516.0;UNIVERSITARIO_COMPLETO;Blue;13.0;2.0
708492558.0;36.0;CASADO;ACTIVO;1107.0;M;15088.0;DESCONOCIDO;Blue;21.0;3.0
799825758.0;36.0;DIVORCIADO;ACTIVO;1251.0;M;3263.0;SECUNDARIO_COMPLETO;Blue;35.0;4.0
718619883.0;36.0;CASADO;ACTIVO;1305.0;F;1494.0;UNIVERSITARIO_INCOMPLETO;Blue;24.0;0.0
715259583.0;44.0;CASADO;ACTIVO;1553.0;F;5362.0;SECUNDARIO_COMPLETO;Blue;38.0;2.0
720201033.0;41.0;CASADO;PASIVO;720.0;M;11669.0;UNIVERSITARIO_COMPLETO;Blue;23.0;2.0
711844758.0;35.0;SOLTERO;ACTIVO;1388.0;M;13551.0;UNIVERSITARIO_COMPLETO;Blue;37.0;3.0
714798783.0;36.0;SOLTERO;ACTIVO;1235.0;M;18886.0;UNIVERSITARIO_COMPLETO;Blue;18.0;1.0
826762908.0;48.0;DESCONOCIDO;ACTIVO;2089.0;M;11976.0;SECUNDARIO_COMPLETO;Blue;36.0;3.0
718039683.0;45.0;SOLTERO;ACTIVO;1521.0;M;13532.0;SECUNDARIO_COMPLETO;Blue;29.0;2.0
771894558.0;39.0;SOLTERO;ACTIVO;1626.0;M;9964.0;SECUNDARIO_COMPLETO;Blue;25.0;3.0
721074183.0;36.0;CASADO;ACTIVO;1111.0;M;24159.0;POSGRADO_COMPLETO;Blue;24.0;1.0
719666283.0;36.0;CASADO;ACTIVO;1243.0;F;3174.0;POSGRADO_COMPLETO;Blue;29.0;1.0
714877233.0;47.0;CASADO;ACTIVO;1659.0;M;12262.0;SECUNDARIO_COMPLETO;Blue;38.0;1.0
771075258.0;42.0;SOLTERO;ACTIVO;1268.0;M;34516.0;UNIVERSITARIO_INCOMPLETO;Silver;42.0;2.0
711318033.0;36.0;SOLTERO;ACTIVO;1304.0;M;2926.0;UNIVERSITARIO_COMPLETO;Blue;24.0;3.0
783554958.0;52.0;SOLTERO;ACTIVO;1368.0;M;32090.0;UNIVERSITARIO_COMPLETO;Blue;30.0;4.0
710806083.0;36.0;DESCONOCIDO;ACTIVO;1137.0;F;11888.0;UNIVERSITARIO_INCOMPLETO;Silver;30.0;1.0
714752208.0;36.0;CASADO;ACTIVO;978.0;F;2393.0;UNIVERSITARIO_COMPLETO;Blue;16.0;1.0
822063408.0;39.0;CASADO;ACTIVO;1221.0;M;6111.0;DESCONOCIDO;Blue;16.0;4.0
714490308.0;46.0;CASADO;ACTIVO;1565.0;M;19270.0;UNIVERSITARIO_COMPLETO;Blue;28.0;4.0
713356833.0;43.0;CASADO;ACTIVO;1578.0;M;3710.0;UNIVERSITARIO_COMPLETO;Blue;34.0;1.0
711402333.0;37.0;SOLTERO;ACTIVO;1493.0;M;3235.0;POSGRADO_COMPLETO;Blue;32.0;2.0
708296883.0;38.0;SOLTERO;ACTIVO;1178.0;F;11749.0;UNIVERSITARIO_COMPLETO;Blue;27.0;3.0
719154483.0;36.0;DIVORCIADO;ACTIVO;991.0;M;7753.0;SECUNDARIO_COMPLETO;Blue;26.0;2.0
717721458.0;40.0;DIVORCIADO;ACTIVO;2560.0;M;10408.0;UNIVERSITARIO_INCOMPLETO;Blue;42.0;4.0
711112683.0;36.0;CASADO;ACTIVO;1657.0;F;3967.0;UNIVERSITARIO_INCOMPLETO;Blue;29.0;1.0
789322833.0;38.0;CASADO;PASIVO;673.0;F;8025.0;SECUNDARIO_COMPLETO;Blue;18.0;5.0
789968058.0;42.0;SOLTERO;ACTIVO;1131.0;M;9036.0;DESCONOCIDO;Blue;18.0;1.0
715674483.0;27.0;SOLTERO;ACTIVO;1204.0;F;6205.0;POSGRADO_INCOMPLETO;Blue;19.0;2.0
709919283.0;34.0;CASADO;ACTIVO;1576.0;M;14926.0;UNIVERSITARIO_COMPLETO;Blue;25.0;4.0
718744008.0;36.0;SOLTERO;ACTIVO;1217.0;F;6335.0;UNIVERSITARIO_COMPLETO;Blue;20.0;1.0
767712558.0;53.0;SOLTERO;PASIVO;530.0;M;14979.0;UNIVERSITARIO_INCOMPLETO;Blue;10.0;1.0
712950783.0;38.0;CASADO;PASIVO;739.0;F;2732.0;UNIVERSITARIO_INCOMPLETO;Blue;16.0;4.0
716104983.0;32.0;SOLTERO;ACTIVO;1617.0;F;2250.0;UNIVERSITARIO_COMPLETO;Blue;31.0;2.0
818839983.0;50.0;CASADO;ACTIVO;1592.0;M;10916.0;UNIVERSITARIO_COMPLETO;Blue;34.0;2.0
772288758.0;36.0;CASADO;ACTIVO;1343.0;F;5349.0;UNIVERSITARIO_COMPLETO;Blue;30.0;4.0
712350858.0;24.0;CASADO;ACTIVO;1303.0;M;9366.0;SECUNDARIO_COMPLETO;Blue;39.0;2.0
711009708.0;28.0;SOLTERO;ACTIVO;1351.0;M;21617.0;SECUNDARIO_COMPLETO;Blue;22.0;3.0
712720158.0;56.0;CASADO;ACTIVO;1910.0;M;13860.0;UNIVERSITARIO_COMPLETO;Blue;32.0;1.0
712215258.0;31.0;SOLTERO;ACTIVO;1298.0;F;18386.0;UNIVERSITARIO_COMPLETO;Silver;22.0;1.0
713786508.0;36.0;CASADO;ACTIVO;1238.0;F;2038.0;DESCONOCIDO;Blue;28.0;5.0
773827008.0;41.0;SOLTERO;ACTIVO;1087.0;M;2405.0;UNIVERSITARIO_INCOMPLETO;Blue;29.0;4.0
713539833.0;38.0;SOLTERO;ACTIVO;1716.0;F;8135.0;SECUNDARIO_COMPLETO;Blue;29.0;4.0
772426383.0;40.0;CASADO;ACTIVO;1130.0;F;3065.0;UNIVERSITARIO_INCOMPLETO;Blue;28.0;4.0
795232683.0;47.0;CASADO;ACTIVO;1439.0;F;2154.0;UNIVERSITARIO_INCOMPLETO;Blue;26.0;1.0
712454058.0;38.0;CASADO;ACTIVO;1099.0;M;9364.0;POSGRADO_COMPLETO;Blue;27.0;1.0
713741358.0;33.0;SOLTERO;PASIVO;597.0;M;32975.0;UNIVERSITARIO_COMPLETO;Blue;17.0;5.0
718759833.0;35.0;CASADO;ACTIVO;1058.0;F;32643.0;UNIVERSITARIO_INCOMPLETO;Silver;24.0;2.0
718803333.0;34.0;DIVORCIADO;ACTIVO;1285.0;F;3195.0;UNIVERSITARIO_COMPLETO;Blue;29.0;4.0
720253908.0;43.0;CASADO;ACTIVO;1651.0;M;2852.0;SECUNDARIO_COMPLETO;Blue;28.0;0.0
708953883.0;36.0;CASADO;PASIVO;757.0;M;3212.0;DESCONOCIDO;Blue;20.0;2.0
714133158.0;36.0;SOLTERO;ACTIVO;1152.0;F;4224.0;UNIVERSITARIO_INCOMPLETO;Blue;31.0;1.0
713187033.0;36.0;CASADO;ACTIVO;1767.0;M;20459.0;UNIVERSITARIO_INCOMPLETO;Blue;38.0;1.0
714791208.0;41.0;DIVORCIADO;ACTIVO;1039.0;F;3482.0;DESCONOCIDO;Blue;24.0;4.0
710975883.0;43.0;CASADO;ACTIVO;1645.0;F;2185.0;UNIVERSITARIO_INCOMPLETO;Blue;30.0;3.0
714264408.0;36.0;CASADO;ACTIVO;1413.0;F;1611.0;UNIVERSITARIO_INCOMPLETO;Blue;29.0;3.0
715827858.0;47.0;CASADO;ACTIVO;1218.0;F;2822.0;UNIVERSITARIO_INCOMPLETO;Blue;23.0;4.0
709531908.0;47.0;CASADO;ACTIVO;2184.0;M;1438.3;SECUNDARIO_COMPLETO;Blue;53.0;3.0
716493408.0;36.0;DIVORCIADO;ACTIVO;1592.0;F;15875.0;UNIVERSITARIO_INCOMPLETO;Blue;37.0;4.0
714141108.0;45.0;CASADO;ACTIVO;1388.0;F;6703.0;SECUNDARIO_COMPLETO;Blue;28.0;1.0
820353558.0;36.0;CASADO;ACTIVO;1503.0;F;9797.0;SECUNDARIO_COMPLETO;Blue;34.0;3.0
712608783.0;45.0;CASADO;ACTIVO;1504.0;M;34516.0;SECUNDARIO_COMPLETO;Silver;34.0;2.0
714964758.0;36.0;DIVORCIADO;ACTIVO;1105.0;F;10400.0;UNIVERSITARIO_COMPLETO;Blue;28.0;5.0
716264358.0;42.0;CASADO;ACTIVO;2398.0;M;26792.0;UNIVERSITARIO_INCOMPLETO;Blue;47.0;3.0
717296808.0;56.0;CASADO;ACTIVO;1661.0;F;3006.0;UNIVERSITARIO_COMPLETO;Blue;32.0;1.0
712977183.0;36.0;SOLTERO;ACTIVO;1421.0;F;19482.0;UNIVERSITARIO_INCOMPLETO;Silver;22.0;2.0
710829108.0;36.0;CASADO;ACTIVO;999.0;F;3356.0;UNIVERSITARIO_INCOMPLETO;Blue;28.0;1.0
779562633.0;34.0;CASADO;ACTIVO;1387.0;M;5771.0;UNIVERSITARIO_INCOMPLETO;Blue;18.0;2.0
719360583.0;45.0;CASADO;ACTIVO;1502.0;M;3380.0;UNIVERSITARIO_COMPLETO;Blue;25.0;1.0
715315833.0;36.0;CASADO;ACTIVO;1243.0;M;11106.0;UNIVERSITARIO_COMPLETO;Blue;24.0;3.0
815500983.0;54.0;CASADO;ACTIVO;1860.0;F;2890.0;UNIVERSITARIO_INCOMPLETO;Blue;36.0;1.0
709701558.0;36.0;CASADO;ACTIVO;1460.0;M;21331.0;UNIVERSITARIO_COMPLETO;Blue;50.0;3.0
721148358.0;38.0;SOLTERO;ACTIVO;1348.0;F;12860.0;UNIVERSITARIO_INCOMPLETO;Blue;27.0;3.0
779862408.0;33.0;SOLTERO;ACTIVO;1087.0;M;6278.0;POSGRADO_INCOMPLETO;Blue;33.0;3.0
812627208.0;55.0;SOLTERO;ACTIVO;1226.0;F;1438.3;UNIVERSITARIO_INCOMPLETO;Blue;33.0;0.0
708868233.0;52.0;CASADO;PASIVO;760.0;M;1438.3;SECUNDARIO_COMPLETO;Blue;21.0;0.0
711033408.0;36.0;CASADO;ACTIVO;1230.0;F;9355.0;SECUNDARIO_COMPLETO;Blue;28.0;2.0
718030083.0;36.0;CASADO;ACTIVO;1428.0;M;7871.0;UNIVERSITARIO_INCOMPLETO;Blue;22.0;1.0
779956608.0;31.0;CASADO;ACTIVO;1555.0;F;20758.0;POSGRADO_INCOMPLETO;Blue;32.0;2.0
780376683.0;47.0;CASADO;ACTIVO;1827.0;M;14612.0;UNIVERSITARIO_COMPLETO;Blue;24.0;1.0
771698658.0;32.0;CASADO;ACTIVO;1302.0;M;11376.0;UNIVERSITARIO_COMPLETO;Blue;27.0;5.0
717912483.0;27.0;DESCONOCIDO;ACTIVO;1376.0;M;27259.0;UNIVERSITARIO_COMPLETO;Blue;35.0;4.0
714454758.0;47.0;CASADO;ACTIVO;1771.0;F;6347.0;UNIVERSITARIO_COMPLETO;Blue;37.0;3.0
780466533.0;41.0;CASADO;ACTIVO;1873.0;M;21592.0;POSGRADO_COMPLETO;Blue;52.0;3.0
715735233.0;44.0;CASADO;ACTIVO;1679.0;F;3449.0;POSGRADO_INCOMPLETO;Blue;42.0;5.0
720476733.0;34.0;CASADO;ACTIVO;1002.0;F;6028.0;SECUNDARIO_COMPLETO;Blue;22.0;3.0
715872333.0;36.0;DESCONOCIDO;ACTIVO;1344.0;M;18214.0;SECUNDARIO_COMPLETO;Blue;21.0;0.0
712375758.0;43.0;CASADO;ACTIVO;1461.0;M;16393.0;UNIVERSITARIO_INCOMPLETO;Blue;42.0;3.0
720707283.0;36.0;CASADO;ACTIVO;1777.0;M;5288.0;DESCONOCIDO;Blue;42.0;4.0
748326258.0;41.0;CASADO;ACTIVO;1483.0;M;12302.0;UNIVERSITARIO_INCOMPLETO;Blue;41.0;3.0
770817783.0;33.0;CASADO;ACTIVO;1060.0;M;34516.0;UNIVERSITARIO_COMPLETO;Silver;27.0;4.0
779353083.0;32.0;CASADO;ACTIVO;1330.0;M;34516.0;UNIVERSITARIO_COMPLETO;Silver;32.0;2.0
711441333.0;35.0;DIVORCIADO;ACTIVO;1229.0;F;10514.0;SECUNDARIO_COMPLETO;Silver;27.0;1.0
711551958.0;46.0;CASADO;PASIVO;844.0;M;1438.3;POSGRADO_INCOMPLETO;Blue;24.0;2.0
809164083.0;56.0;CASADO;ACTIVO;1450.0;M;2619.0;UNIVERSITARIO_COMPLETO;Blue;37.0;1.0
820596183.0;53.0;CASADO;ACTIVO;2311.0;M;24407.0;UNIVERSITARIO_INCOMPLETO;Blue;48.0;2.0
719808558.0;43.0;CASADO;PASIVO;886.0;F;1438.3;UNIVERSITARIO_COMPLETO;Blue;27.0;2.0
715999608.0;36.0;CASADO;ACTIVO;1378.0;F;2377.0;SECUNDARIO_COMPLETO;Blue;26.0;2.0
710565408.0;40.0;DESCONOCIDO;ACTIVO;1033.0;M;34516.0;DESCONOCIDO;Silver;26.0;0.0
805543158.0;47.0;CASADO;ACTIVO;1523.0;M;11086.0;UNIVERSITARIO_COMPLETO;Blue;40.0;3.0
709752183.0;36.0;SOLTERO;ACTIVO;1374.0;M;11432.0;SECUNDARIO_COMPLETO;Blue;37.0;3.0
716479233.0;36.0;CASADO;ACTIVO;1080.0;M;13258.0;SECUNDARIO_COMPLETO;Blue;21.0;4.0
770746908.0;30.0;CASADO;ACTIVO;1155.0;M;7872.0;DESCONOCIDO;Blue;32.0;4.0
